17	1.071429	150	150	150	150	150	150	150	150	150
16.64207	0.909216	273.1893471345639	134.64088133670933	126.91486795797037	124.20704664168706	122.86280210051792	122.16560380275685	121.77776151510407	121.5398917634899	121.39220037189817
17	0.714286	150	150	150	150	150	150	150	150	150
17	1.428571	150	150	150	150	150	150	150	150	150
16.69122	1.246885	273.2264821913968	147.05958048198136	138.59001313319212	135.54922401650208	134.03492731121474	133.24847294549082	132.8109486013088	132.5426618860593	132.3760909122411
17	0.357143	150	150	150	150	150	150	150	150	150
16.65814	0.47388600000000003	273.23990524494235	109.31519318237274	105.2065206639296	103.79842492635659	103.101442071428	102.74047084614101	102.53972964363307	102.41661145505277	102.34018081677668
17	0	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999
16.70908	1.96957	273.23681491181964	159.15820392347206	149.32717466893493	145.53986789522747	143.63197785593107	142.63615426201036	142.0817488873036	141.74182564121102	141.53067755931275
17	1.785714	150	150	150	150	150	150	150	150	150
17	2.1428570000000002	150	150	150	150	150	150	150	150	150
16.57897	1.611369	273.1551197382882	156.45063325591988	143.2068037333571	138.27048749765387	135.79669731535554	134.5077770937702	133.7899617506378	133.34960221557182	133.075977423724
17	2.5	150	150	150	150	150	150	150	150	150
16.67994	2.302713	273.1929102908093	163.2599745885344	152.40866897575117	148.07111591226342	145.86991750971333	144.71746573563829	144.07553131963766	143.68190312544482	143.43728691179254
17	2.857143	150	150	150	150	150	150	150	150	150
16.6837	2.678571	273.20312120865447	165.2284701164867	155.0061930040309	150.7563919629555	148.5802997425974	147.4371069263535	146.80012563181938	146.4095487870128	146.16674269872624
16	0	20	20	20	20	20	20	20	20	20
17	3.2142859999999995	150	150	150	150	150	150	150	150	150
16.66885	3.035714	273.1961794502832	166.95634405666695	157.2333871279095	153.05088572382923	150.88932206660886	149.74989933657886	149.11480940661264	148.72537557959046	148.48317601091432
17	3.571429	150	150	150	150	150	150	150	150	150
16.67129	3.392857	273.19567190310937	167.17823472648035	158.8435082288328	155.156156068938	153.23294819552754	152.21598180672189	151.64904678908889	151.3014088344795	151.08512762146208
15.616059999999997	0.523603	273.2219964226196	82.0863905229852	66.16147945924432	60.296723831055694	57.3267857372834	55.75986473841216	54.876374369118636	54.329055412167165	53.98533663029857
15	0	20	20	20	20	20	20	20	20	20
17	3.9285710000000003	150	150	150	150	150	150	150	150	150
16.6907	3.75	273.2078064286905	166.31390235009943	159.95810173484855	157.08669523027166	155.57645057240313	154.77570103312533	154.3292866379588	154.05556723713042	153.8852314211329
17	4.2857140000000005	150	150	150	150	150	150	150	150	150
16.60368	4.141509	273.1718033510535	171.68812055240332	165.9472920936134	163.30326113335857	161.90048412861123	161.15437995027216	160.7381955493162	160.48291645212728	160.32394218790773
14.413010000000002	0.7714090000000001	273.1740972268629	113.84355639371007	83.13033662496001	69.83412492756281	62.694523804875665	58.744706067734775	56.43642717002292	54.96761022742471	54.01685449641679
14.000000000000002	0	20	20	20	20	20	20	20	20	20
17	4.642857	150	150	150	150	150	150	150	150	150
16.65744	4.529237	273.2100944257379	172.77840119479265	169.99523228399835	168.70353082189652	168.0148417433634	167.6480744110215	167.44354275205674	167.31811528616365	167.24001131029286
17	5	174.99999999999997	174.99999999999997	174.99999999999997	174.99999999999997	174.99999999999997	174.99999999999997	174.99999999999997	174.99999999999997	174.99999999999997
13.50644	0.756928	273.1716573801314	114.58250401695655	83.7738563467016	68.99083121338225	60.591318212596526	55.71445302066383	52.75155853884028	50.80843114012253	49.5088145616528
13	0	20	20	20	20	20	20	20	20	20
16	5	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003
12.50603	0.8042320000000001	273.1670991245876	120.7645998412436	89.18779898227682	72.98105572417715	63.175192446060485	57.13355670026885	53.26922069427517	50.62851943291299	48.78537161535252
12	0	20	20	20	20	20	20	20	20	20
15.50626	4.194145	273.1537287263978	209.20993021029747	192.26354186748202	183.58193696972415	178.82838261580488	176.23850072678945	174.7672223138305	173.8521179874394	173.27299659691758
15	5	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003
11.47682	0.742085	273.17163838363973	113.75273926008781	85.11771089903071	70.25733551804912	60.803801124837726	54.63139712737803	50.455307285363354	47.466681732322975	45.283732150412796
11	0	20	20	20	20	20	20	20	20	20
14.52931	4.195381	273.15483832611403	222.19054360883388	201.4353702457042	188.9294633252933	181.69818643244756	177.58354305052387	175.16373494549921	173.61720880860625	172.60809494804903
14.000000000000002	5	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003
10.4645	0.779793	273.1682154268961	118.2895664861793	89.19522494720765	74.15858036060534	64.25423154804258	57.45414468057486	52.59898965542606	48.96362369066534	46.193474044167836
10	0	20	20	20	20	20	20	20	20	20
13	5	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003	200.00000000000003
13.424540000000002	4.154815	273.1534830077416	226.7896558488426	204.86286572283896	189.16571666529578	179.29794103803985	173.26338523144062	169.48846469903097	166.95219831601267	165.20591803369712
9.446193999999998	0.765071	273.1698470005703	116.65750437328165	88.7251055649932	74.6054350262607	65.11228221575219	58.32345823965412	53.23912665509861	49.27466592336486	46.142342563179305
9	0	20	20	20	20	20	20	20	20	20
12.48475	4.449781	273.1702067316872	210.95613022899616	194.9733328438605	182.62447078546444	174.1362338284707	168.47454412698886	164.63753137419934	161.88290236731046	159.85498703045488
12	5	110	110	110	110	110	110	110	110	110
