1.499891483558050425e+02	1.503056058562920896e+02	1.494275483193800653e+02	1.497788596111056165e+02	1.502076881091287248e+02	1.504243121518094881e+02	1.503511030677128986e+02	1.500213092965712178e+02	1.494872255190711599e+02
2.731734561834225019e+02	1.350974093040179298e+02	1.259913024201296992e+02	1.240107672068443350e+02	1.232317023818788471e+02	1.227233187418279812e+02	1.221719007872082727e+02	1.215150089312211179e+02	1.207656420693160442e+02
1.499891483558050425e+02	1.503056058562913222e+02	1.494275483193814011e+02	1.497788596111075208e+02	1.502076881091305438e+02	1.504243121518108808e+02	1.503511030677137512e+02	1.500213092965715305e+02	1.494872255190709041e+02
1.499891483558054404e+02	1.503056058562916348e+02	1.494275483193815717e+02	1.497788596111076060e+02	1.502076881091304870e+02	1.504243121518107102e+02	1.503511030677134954e+02	1.500213092965711610e+02	1.494872255190704493e+02
2.732118763628692477e+02	1.474775265349099982e+02	1.377568679147427986e+02	1.353453291087197385e+02	1.343619621404180293e+02	1.337728110815093316e+02	1.331954283237590460e+02	1.325301805167829627e+02	1.317772052714017263e+02
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.732175536211384497e+02	1.099633416303338294e+02	1.038501536014768050e+02	1.036096500428305802e+02	1.036606962550252007e+02	1.034811603607916197e+02	1.030163157288121738e+02	1.023467480707929553e+02	1.015393699905811502e+02
8.499385073495655263e+01	8.517317665189835907e+01	8.467561071431600794e+01	8.487468711296082802e+01	8.511768992850724658e+01	8.524044355269282391e+01	8.519895840503782836e+01	8.501207526805725934e+01	8.470942779414026802e+01
2.732231035231115470e+02	1.595496851902267110e+02	1.485530696673198179e+02	1.453374285993926662e+02	1.439309676806850007e+02	1.431337395976584901e+02	1.424557479898184340e+02	1.417370949078076308e+02	1.409548925800265238e+02
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.731465856743996028e+02	1.566905386750112541e+02	1.427607933797605995e+02	1.380899392560079093e+02	1.359576007066243903e+02	1.348448555658291923e+02	1.340713018966148411e+02	1.333683537822659275e+02	1.326673991765822507e+02
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.731796587250154857e+02	1.636381674516373721e+02	1.516619191506588322e+02	1.478738848688055043e+02	1.461568327121875654e+02	1.451990172466022386e+02	1.444398935414494360e+02	1.436792190974297228e+02	1.428777447546705730e+02
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.731881691952078768e+02	1.656566051822510417e+02	1.541501851721363607e+02	1.505541946888243672e+02	1.489137833992838011e+02	1.479701531656305917e+02	1.471928014297277798e+02	1.463982796348204545e+02	1.455544095649235885e+02
1.999855311410740555e+01	2.004074744750563752e+01	1.992367310925082080e+01	1.997051461481426315e+01	2.002769174788400974e+01	2.005657495357475284e+01	2.004681374236184510e+01	2.000284123954292426e+01	1.993163006920955382e+01
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.731798613100234547e+02	1.674245152799330754e+02	1.562904998607695291e+02	1.528430348544526964e+02	1.512602040034458923e+02	1.503251253371234952e+02	1.495309176101809499e+02	1.487073129353782406e+02	1.478276948764696783e+02
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.731773625703791026e+02	1.677045364624948718e+02	1.577761782969034243e+02	1.549365116752939571e+02	1.536572010735368679e+02	1.528546005319649908e+02	1.521018557887418012e+02	1.512742609511604428e+02	1.503641916622199517e+02
2.732135070197466575e+02	8.233153410484764834e+01	6.565648682899906419e+01	6.020804396527444879e+01	5.753498533287683614e+01	5.604995361322788483e+01	5.506851405847470460e+01	5.430591872342761661e+01	5.366987172300908782e+01
1.999855311410740555e+01	2.004074744750563752e+01	1.992367310925082080e+01	1.997051461481426315e+01	2.002769174788400974e+01	2.005657495357475284e+01	2.004681374236184510e+01	2.000284123954292426e+01	1.993163006920955382e+01
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.731873361733141223e+02	1.669031365709431043e+02	1.587571728571097651e+02	1.568520828612952300e+02	1.560574771944859265e+02	1.554843085949304395e+02	1.548239507857917374e+02	1.540193794770680995e+02	1.530912296192263966e+02
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.731507853211163024e+02	1.722927204922279714e+02	1.647181487527345780e+02	1.630560007583010531e+02	1.623924439819676309e+02	1.618851141212562368e+02	1.612507052521235380e+02	1.604475540301701244e+02	1.595038878319846276e+02
2.731749047456231096e+02	1.138160975270885444e+02	8.321807411448436653e+01	6.978112464921052549e+01	6.264836706554453372e+01	5.874880051424778316e+01	5.647036496655543658e+01	5.499097837502023367e+01	5.399372819517245148e+01
1.999855311410740555e+01	2.004074744750563752e+01	1.992367310925082080e+01	1.997051461481426315e+01	2.002769174788400974e+01	2.005657495357475284e+01	2.004681374236184510e+01	2.000284123954292426e+01	1.993163006920955382e+01
1.499891483558055256e+02	1.503056058562915211e+02	1.494275483193814864e+02	1.497788596111075208e+02	1.502076881091304870e+02	1.504243121518107387e+02	1.503511030677135523e+02	1.500213092965712747e+02	1.494872255190705914e+02
2.731868940507700358e+02	1.734460721686978957e+02	1.686356261021939247e+02	1.684350899675261530e+02	1.685594157094907644e+02	1.684527492192750628e+02	1.680056595488055109e+02	1.672772375336338371e+02	1.663387322925721890e+02
1.749873397484399504e+02	1.753565401656730387e+02	1.743321397059447406e+02	1.747420028796252893e+02	1.752423027939855160e+02	1.754950308437792899e+02	1.754096202456660478e+02	1.750248608460001378e+02	1.744017631055828019e+02
2.731640349557328591e+02	1.148005691146013305e+02	8.334080078798213265e+01	6.887648660462221528e+01	6.077064486697418744e+01	5.599457523408685944e+01	5.294482192782137986e+01	5.079100851967054098e+01	4.920568950989292034e+01
1.999855311410740555e+01	2.004074744750563752e+01	1.992367310925082080e+01	1.997051461481426315e+01	2.002769174788400974e+01	2.005657495357475284e+01	2.004681374236184510e+01	2.000284123954292426e+01	1.993163006920955382e+01
