2.861711502048099760e+02	2.878751992022773720e+02	2.891433993227365704e+02	2.890852000016369061e+02	2.883395002290950515e+02	2.872501727104569227e+02	2.860494419808999282e+02	2.848672869173713593e+02	2.837603003893196387e+02	2.827243230160161716e+02	2.817618702862157534e+02	2.808678816137381773e+02	2.800417269559069950e+02	2.792665181203433917e+02	2.785434218792880756e+02	2.778491345037329552e+02	2.771913680231745047e+02	2.765701224376127811e+02	2.759766541905204349e+02	2.754065210431161859e+02	2.748652278520812047e+02	2.743527746174148660e+02	2.738542768030715706e+02	2.733767156478251081e+02	2.729209583057655095e+02	2.724847341252698243e+02	2.720629399443564012e+02	2.716592717529902075e+02	2.712737295511713569e+02	2.709030846311922005e+02	2.705473465155135386e+02	2.702075893649480349e+02	2.698834786325549544e+02	2.695703745905524329e+02	2.692710298993698075e+02	2.689854445590069645e+02	2.687136185694638471e+02	2.684551738972952535e+02	2.682052373334510662e+02	2.679672332916745745e+02	2.677411617719657215e+02	2.675270227743245073e+02	2.673243760148078536e+02	2.671275458165074497e+02	2.669405204889348511e+02	2.667633000320900578e+02	2.665958844459732973e+02	2.664378701967195866e+02	2.662840553507281243e+02	2.661380953171408237e+02	2.659999900959581396e+02
2.834398879935337163e+02	2.885339869532681973e+02	2.924584017296418779e+02	2.944102054019499519e+02	2.952908683343333109e+02	2.955666336261491551e+02	2.955553579319297910e+02	2.954432719305939372e+02	2.953213269705962034e+02	2.951920752797554997e+02	2.950670399408496678e+02	2.949531932163180272e+02	2.948526217784083201e+02	2.947593742710096194e+02	2.946730129254216308e+02	2.945832279634012139e+02	2.944934065896740094e+02	2.944035488042402449e+02	2.943111853487325789e+02	2.942150616952883979e+02	2.941167324645454642e+02	2.940161976565031523e+02	2.939129972229933401e+02	2.938073469387031764e+02	2.936992736054526176e+02	2.935898355000223887e+02	2.934814110400356526e+02	2.933722776449238268e+02	2.932624353146870817e+02	2.931547779860418359e+02	2.930492971238713267e+02	2.929450299425358253e+02	2.928422007879030957e+02	2.927439210432501113e+02	2.926483447852754125e+02	2.925554720139788856e+02	2.924653027293604737e+02	2.923779157686316239e+02	2.922943274180949516e+02	2.922138235313336168e+02	2.921364041083476764e+02	2.920620691491370735e+02	2.919908086523717543e+02	2.919224936914349087e+02	2.918572148633178358e+02	2.917949721680205357e+02	2.917357656055432358e+02	2.916795170663029921e+02	2.916252196438226747e+02	2.915735808932967643e+02	2.915246008147256589e+02
2.871724287298641798e+02	2.872928666927877543e+02	2.873203199047176213e+02	2.863241982195112314e+02	2.848202602679880897e+02	2.830949456189752595e+02	2.813402963888145223e+02	2.796599171468571967e+02	2.780943131633637790e+02	2.766361970239300376e+02	2.752838783763847914e+02	2.740266862782058865e+02	2.728627235197793084e+02	2.717700143067767726e+02	2.707504730642804134e+02	2.697747546250779465e+02	2.688525818551686939e+02	2.679839547545525988e+02	2.671572101837552395e+02	2.663664225848734191e+02	2.656189349551250984e+02	2.649147472945099366e+02	2.642322580215920880e+02	2.635815988460489052e+02	2.629640282484693330e+02	2.623757242845100563e+02	2.618080973489347798e+02	2.612673685052469068e+02	2.607535377534465511e+02	2.602605223064576876e+02	2.597883401043065419e+02	2.593390148332789522e+02	2.589119514557870616e+02	2.584988975800388857e+02	2.581047491898938233e+02	2.577295062853519312e+02	2.573731688664129820e+02	2.570351460596591551e+02	2.567078209472649633e+02	2.563965459526158952e+02	2.561013210757120646e+02	2.558221463165533578e+02	2.555583810181136357e+02	2.553017665047196942e+02	2.550581061642798204e+02	2.548273999967939005e+02	2.546096480022621620e+02	2.544042951713061029e+02	2.542041869075311809e+02	2.540143507601287354e+02	2.538347867290991644e+02
2.834398879935350806e+02	2.885339869532695047e+02	2.924584017296431284e+02	2.944102054019511456e+02	2.952908683343343910e+02	2.955666336261502920e+02	2.955553579319308142e+02	2.954432719305949604e+02	2.953213269705971697e+02	2.951920752797563523e+02	2.950670399408506341e+02	2.949531932163188799e+02	2.948526217784091727e+02	2.947593742710104152e+02	2.946730129254224835e+02	2.945832279634019528e+02	2.944934065896747484e+02	2.944035488042409838e+02	2.943111853487333178e+02	2.942150616952891369e+02	2.941167324645462031e+02	2.940161976565038913e+02	2.939129972229940222e+02	2.938073469387038585e+02	2.936992736054532429e+02	2.935898355000230140e+02	2.934814110400362779e+02	2.933722776449244520e+02	2.932624353146876501e+02	2.931547779860424043e+02	2.930492971238718951e+02	2.929450299425363369e+02	2.928422007879036641e+02	2.927439210432507366e+02	2.926483447852759809e+02	2.925554720139794540e+02	2.924653027293610421e+02	2.923779157686321923e+02	2.922943274180954631e+02	2.922138235313341852e+02	2.921364041083481879e+02	2.920620691491376419e+02	2.919908086523723227e+02	2.919224936914354203e+02	2.918572148633183474e+02	2.917949721680210473e+02	2.917357656055437474e+02	2.916795170663034469e+02	2.916252196438231863e+02	2.915735808932972759e+02	2.915246008147261705e+02
2.883254963399929238e+02	2.860119053803189786e+02	2.841324057836728230e+02	2.816961204019580691e+02	2.790288593512489115e+02	2.763284078348110597e+02	2.737247932182879708e+02	2.712809459531057996e+02	2.690125917051648798e+02	2.669076453452562987e+02	2.649579547945391482e+02	2.631442408356298870e+02	2.614626612866314304e+02	2.598834506923463437e+02	2.584096699807718096e+02	2.570027282641785860e+02	2.556754258202767289e+02	2.544277626490663238e+02	2.532436041448566755e+02	2.521147529830360554e+02	2.510513673517112920e+02	2.500534472508819306e+02	2.490890966281140209e+02	2.481732755706619571e+02	2.473078423018680212e+02	2.464865958152612109e+02	2.456955996971030061e+02	2.449449474630430927e+02	2.442346391130816983e+02	2.435542135699837445e+02	2.429037016867114858e+02	2.422865837656772499e+02	2.417018652181121183e+02	2.411357524007860604e+02	2.405964288144729437e+02	2.400838944591726829e+02	2.395981493348852212e+02	2.391382762461992968e+02	2.386924516758186883e+02	2.382689840329878734e+02	2.378678733177068239e+02	2.374891195299755964e+02	2.371317749181405361e+02	2.367836220660089737e+02	2.364532461763674007e+02	2.361406472492158173e+02	2.358458252845543939e+02	2.355679932144601310e+02	2.352970049881747912e+02	2.350399902558523024e+02	2.347969490174930343e+02
2.881078380655479805e+02	2.835276125247410732e+02	2.798726069128036329e+02	2.761000006537328773e+02	2.723564419208688037e+02	2.687558903857773203e+02	2.653697739217795402e+02	2.622226893519651867e+02	2.593071102891881310e+02	2.566065176731127053e+02	2.541067511251953306e+02	2.517805650593423081e+02	2.496223150448908541e+02	2.475950822199413324e+02	2.457029863048864229e+02	2.438989605402926486e+02	2.421986265740786735e+02	2.406019844062445543e+02	2.390887889129477912e+02	2.376487543856237039e+02	2.362946269539378648e+02	2.350264066178898190e+02	2.338027102450956534e+02	2.326429476127560179e+02	2.315495296493934347e+02	2.305140576138538506e+02	2.295176558071428587e+02	2.285739950463568562e+02	2.276830753314959850e+02	2.268303867244530920e+02	2.260159720195370596e+02	2.252446585372487391e+02	2.245150823800531725e+02	2.238083280759591105e+02	2.231356178073222054e+02	2.224969515741424289e+02	2.218923293764197240e+02	2.213205328679933643e+02	2.207658564132624690e+02	2.202393363937661945e+02	2.197409728095045693e+02	2.192707656604776503e+02	2.188274841688903507e+02	2.183952624436047927e+02	2.179852494780464269e+02	2.175974452722151682e+02	2.172318498261112723e+02	2.168874625195532815e+02	2.165513844109715649e+02	2.162326796123975043e+02	2.159313481238314978e+02
2.870526451275165414e+02	2.877284719900024470e+02	2.881910141836366392e+02	2.875229718291867016e+02	2.862836980590051326e+02	2.847800020468976072e+02	2.832181705284263558e+02	2.817111396541132535e+02	2.803050884239535776e+02	2.789938203960192027e+02	2.777771186311931615e+02	2.766462708584110146e+02	2.755998226709092478e+02	2.746175645365057107e+02	2.737011502584834943e+02	2.728233294577238439e+02	2.719931277337332176e+02	2.712105450865117291e+02	2.704649327313937306e+02	2.697508804621244849e+02	2.690750926481703686e+02	2.684375692895309271e+02	2.678190467313237377e+02	2.672285601342000518e+02	2.666672317741291636e+02	2.661317805877366141e+02	2.656148325693832248e+02	2.651217283786328949e+02	2.646524680154858515e+02	2.642019645738051850e+02	2.637702330564553677e+02	2.633589658294615674e+02	2.629676587167685966e+02	2.625893194570055016e+02	2.622280964231138114e+02	2.618839896150935829e+02	2.615569990329447023e+02	2.612466079594667576e+02	2.609461554206936285e+02	2.606603220963495460e+02	2.603891079864345670e+02	2.601325130909485779e+02	2.598899664974786674e+02	2.596541086044514373e+02	2.594301110186074766e+02	2.592179737399467285e+02	2.590176967684695342e+02	2.588287777625063768e+02	2.586447410623027281e+02	2.584701371269155743e+02	2.583049659563453133e+02
2.834398879935350806e+02	2.885339869532695047e+02	2.924584017296431284e+02	2.944102054019511456e+02	2.952908683343343910e+02	2.955666336261502920e+02	2.955553579319308142e+02	2.954432719305949604e+02	2.953213269705971697e+02	2.951920752797563523e+02	2.950670399408506341e+02	2.949531932163188799e+02	2.948526217784091727e+02	2.947593742710104152e+02	2.946730129254224835e+02	2.945832279634019528e+02	2.944934065896747484e+02	2.944035488042409838e+02	2.943111853487333178e+02	2.942150616952891369e+02	2.941167324645462031e+02	2.940161976565038913e+02	2.939129972229940222e+02	2.938073469387038585e+02	2.936992736054532429e+02	2.935898355000230140e+02	2.934814110400362779e+02	2.933722776449244520e+02	2.932624353146876501e+02	2.931547779860424043e+02	2.930492971238718951e+02	2.929450299425363369e+02	2.928422007879036641e+02	2.927439210432507366e+02	2.926483447852759809e+02	2.925554720139794540e+02	2.924653027293610421e+02	2.923779157686321923e+02	2.922943274180954631e+02	2.922138235313341852e+02	2.921364041083481879e+02	2.920620691491376419e+02	2.919908086523723227e+02	2.919224936914354203e+02	2.918572148633183474e+02	2.917949721680210473e+02	2.917357656055437474e+02	2.916795170663034469e+02	2.916252196438231863e+02	2.915735808932972759e+02	2.915246008147261705e+02
2.864224903226737524e+02	2.881174885028848394e+02	2.893785401666917778e+02	2.893140675881248285e+02	2.885626989744334310e+02	2.874682199740220767e+02	2.862627870636443390e+02	2.850763152570613101e+02	2.839653390668537440e+02	2.829256747999686468e+02	2.819598121886286322e+02	2.810626490925242820e+02	2.802335465220854189e+02	2.794555680860645452e+02	2.787298865153516658e+02	2.780331380672521959e+02	2.773730547082947169e+02	2.767496364384793992e+02	2.761541128523202246e+02	2.755820280701925640e+02	2.750389038526161585e+02	2.745247401995905534e+02	2.740245952774527041e+02	2.735454771990656013e+02	2.730882564566052793e+02	2.726506501634311803e+02	2.722275276600469738e+02	2.718226048516266928e+02	2.714358817381706217e+02	2.710641079132342384e+02	2.707072929632746536e+02	2.703665182680711041e+02	2.700414472661612990e+02	2.697274122909916514e+02	2.694271825785223768e+02	2.691407581287535322e+02	2.688681389416849470e+02	2.686089452483474247e+02	2.683582814671447636e+02	2.681195877330530379e+02	2.678928640460722477e+02	2.676781104062024497e+02	2.674748848234710863e+02	2.672774896286330772e+02	2.670899285852590310e+02	2.669122016933489476e+02	2.667443089529029976e+02	2.665858454799055153e+02	2.664315919360360567e+02	2.662852159607678573e+02	2.661467175541013717e+02
2.834398879935358764e+02	2.885339869532700732e+02	2.924584017296435832e+02	2.944102054019515435e+02	2.952908683343347320e+02	2.955666336261505194e+02	2.955553579319309847e+02	2.954432719305950741e+02	2.953213269705972834e+02	2.951920752797564091e+02	2.950670399408506341e+02	2.949531932163188799e+02	2.948526217784091159e+02	2.947593742710103584e+02	2.946730129254223129e+02	2.945832279634018391e+02	2.944934065896745778e+02	2.944035488042407565e+02	2.943111853487330904e+02	2.942150616952889095e+02	2.941167324645459189e+02	2.940161976565036070e+02	2.939129972229937380e+02	2.938073469387035743e+02	2.936992736054529018e+02	2.935898355000226729e+02	2.934814110400359368e+02	2.933722776449240541e+02	2.932624353146873091e+02	2.931547779860420633e+02	2.930492971238714972e+02	2.929450299425359958e+02	2.928422007879032662e+02	2.927439210432502819e+02	2.926483447852755262e+02	2.925554720139789993e+02	2.924653027293605874e+02	2.923779157686316807e+02	2.922943274180950084e+02	2.922138235313336736e+02	2.921364041083477332e+02	2.920620691491371304e+02	2.919908086523718111e+02	2.919224936914349087e+02	2.918572148633178358e+02	2.917949721680204789e+02	2.917357656055431789e+02	2.916795170663029353e+02	2.916252196438226179e+02	2.915735808932967075e+02	2.915246008147256020e+02
