150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
273.1893471345639	207.83831721778378	177.9332934344429	162.9201456068848	153.79118254733146	147.85631346463433	143.7378764813785	140.67475337856786	138.197625442206	136.22206232194705	134.64088133670933	133.30238611213917	132.19562873171887	131.23968378558217	130.38223432380724	129.61616218011633	128.94991220269858	128.34631950832565	127.80642002662113	127.340084597878	126.91486795797037	126.52117915601893	126.17326798659742	125.85588413320512	125.55749071180445	125.28851609869047	125.04231719410377	124.80914350402035	124.59602004102221	124.39894257978908	124.20704664168706	124.02716355829831	123.85929332962282	123.70343595566057	123.55959143641162	123.42708712655634	123.2962107455046	123.17434405237488	123.0614870471672	122.95763972988156	122.86280210051792	122.77697415907637	122.69024342568487	122.60771612715554	122.53089864966125	122.45979099320208	122.39439315777797	122.33470514338892	122.2762328688785	122.2191080991593	122.16560380275685	122.11571997967108	122.06945662990204	122.0268137534497	121.98607984300544	121.94557388349551	121.90741787386041	121.87161181410015	121.83815570421473	121.80704954420413	121.77776151510407	121.7479472589895	121.7195850950031	121.69267502314483	121.66721704341471	121.64321115581275	121.62065736033891	121.59955565699325	121.57956113100595	121.55922829419488	121.5398917634899	121.52155153889113	121.50420762039847	121.48786000801205	121.47250870173171	121.45815370155758	121.44452423418473	121.4304855276447	121.41708531508361	121.40432359650141	121.39220037189817
150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
273.2264821913968	207.30376834476928	186.33434731688217	174.18230854123976	166.11913772836337	160.52691410860476	156.4649805515666	153.3573193426095	150.80905652710413	148.74232658720712	147.05958048198136	145.6220104071517	144.41857277196235	143.37294609456944	142.43239232099813	141.5898997638168	140.85378694686986	140.18540576522045	139.58583349164132	139.06533490401728	138.59001313319212	138.14984812798738	137.7597272205047	137.40337247722704	137.06846962052265	136.7661497253445	136.4891804811298	136.22694657221646	135.98709609580908	135.7651970021636	135.54922401650208	135.34673835203526	135.1577400087632	134.9822289866858	134.82020528580318	134.6709150874447	134.52347405445764	134.3861547603411	134.25895720509513	134.14188138871967	134.03492731121474	133.9380949725804	133.8402883592299	133.74722337301793	133.6605862601368	133.58037702058658	133.5065956543672	133.4392421614787	133.37327129467275	133.30883097886215	133.24847294549082	133.19219719455873	133.14000372606588	133.09189254001234	133.0459364685425	133.00024267824662	132.95720055310633	132.91681009312165	132.87907129829253	132.84398416861896	132.8109486013088	132.77731923049328	132.7453283850679	132.7149760650327	132.68626227038766	132.6591870011328	132.6337502572681	132.6099520387936	132.58740286136936	132.5644704521561	132.5426618860593	132.52197716307901	132.5024162832152	132.48397924646792	132.46666605283713	132.4504767023228	132.43510558366137	132.41927192401081	132.4041582588906	132.3897645883007	132.3760909122411
150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
273.23990524494235	164.09360765463956	137.0666753657185	126.36973476162943	120.43795111676486	116.8190445399428	114.41523957616785	112.67093732012371	111.27601452040612	110.17939962076457	109.31519318237274	108.5897595950645	107.99681308933624	107.4874998340611	107.03185129571456	106.62571227212833	106.27401241093035	105.95604762608401	105.67239502087047	105.42855351547803	105.2065206639296	105.0009748706171	104.81982271802373	104.65476375686312	104.49951868657952	104.35976346862424	104.23194679541153	104.11085619013922	104.00024712560985	103.89801069972738	103.79842492635659	103.70508765735168	103.61799889271266	103.53715863243951	103.46256687653228	103.39387324763969	103.32601867072084	103.26284826464028	103.20436202939796	103.15055996499386	103.101442071428	103.05700834870039	103.01208857953243	102.96934610371731	102.92956663218912	102.89275016494788	102.8588967019936	102.82800624332627	102.79774038502212	102.76816768827938	102.74047084614101	102.71464985860705	102.69070472567743	102.66863544735223	102.64755387974937	102.62658770216903	102.60683807285172	102.58830499179744	102.57098845900622	102.554888474478	102.53972964363307	102.52429797541645	102.50961791311705	102.4956894567349	102.48251260626989	102.47008736172212	102.45841372309155	102.44749169037821	102.43714281397611	102.4266192372577	102.41661145505277	102.40711946736134	102.39814327418338	102.38968287551893	102.38173827136798	102.3743094617305	102.36725630945489	102.35999151989823	102.35305734126628	102.3464537735591	102.34018081677668
84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999	84.99999999999999
273.23681491181964	205.34108526785243	190.02721935986312	182.0611083797526	176.36582696556394	171.9802766978645	168.46449476799702	165.560398988802	163.07425377586813	160.95951591899703	159.15820392347206	157.58107555409038	156.21820274690606	155.0146000201675	153.9228861009874	152.93718474214396	152.0644674042316	151.26683509748437	150.54534421392606	149.91006056952983	149.32717466893493	148.786692289009	148.30346238772836	147.8602164672561	147.44389088677923	147.06629408276453	146.71930619052947	146.39100917558298	146.08998971487148	145.81101163944604	145.53986789522747	145.28549154752807	145.04788259634776	144.82704104168664	144.62296688354465	144.4347319479448	144.24893439317523	144.07576020658908	143.91520938818633	143.767281937967	143.63197785593107	143.5092971420785	143.38558597132445	143.26787785381327	143.1582477428949	143.05669563856924	142.96322154083637	142.87782544969622	142.7942274451146	142.71261165218533	142.63615426201036	142.5648552745896	142.4987146899231	142.43773250801084	142.37948488418104	142.32159115700784	142.26705651133602	142.2158809471655	142.16806446449627	142.12360706332842	142.0817488873036	142.0391403468161	141.99860803978703	141.9601519662164	141.92377212610415	141.88946851945036	141.857241146255	141.8270900065181	141.79852076106295	141.7694617055133	141.74182564121102	141.71561256815596	141.6908224863482	141.66745539578767	141.64551129647447	141.62499018840853	141.60550468229863	141.5854312853532	141.56626896587377	141.54801772386026	141.53067755931275
150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
