POD	eigenval	sigma	acc_eigenval	part_E	acc_part_E
2361	1.913028e-12	1.384841e-06	6.715e+05	2.849e-18	1.000000
2362	1.909528e-12	1.388781e-06	6.715e+05	2.844e-18	1.000000
2363	1.909528e-12	1.388781e-06	6.715e+05	2.844e-18	1.000000
2364	1.908789e-12	1.384567e-06	6.715e+05	2.842e-18	1.000000
2365	1.908789e-12	1.384567e-06	6.715e+05	2.842e-18	1.000000
2366	1.907515e-12	1.381876e-06	6.715e+05	2.841e-18	1.000000
2367	1.907515e-12	1.381876e-06	6.715e+05	2.841e-18	1.000000
2368	1.905203e-12	1.402819e-06	6.715e+05	2.837e-18	1.000000
2369	1.905203e-12	1.402819e-06	6.715e+05	2.837e-18	1.000000
2370	1.904504e-12	1.400321e-06	6.715e+05	2.836e-18	1.000000
2371	1.904504e-12	1.400321e-06	6.715e+05	2.836e-18	1.000000
2372	1.903098e-12	1.418347e-06	6.715e+05	2.834e-18	1.000000
2373	1.903098e-12	1.418347e-06	6.715e+05	2.834e-18	1.000000
2374	1.902393e-12	1.407011e-06	6.715e+05	2.833e-18	1.000000
2375	1.902393e-12	1.407011e-06	6.715e+05	2.833e-18	1.000000
2376	1.902248e-12	1.379328e-06	6.715e+05	2.833e-18	1.000000
2377	1.902248e-12	1.379328e-06	6.715e+05	2.833e-18	1.000000
2378	1.901468e-12	1.383335e-06	6.715e+05	2.832e-18	1.000000
2379	1.901468e-12	1.383335e-06	6.715e+05	2.832e-18	1.000000
2380	1.901218e-12	1.384408e-06	6.715e+05	2.831e-18	1.000000
2381	1.901218e-12	1.384408e-06	6.715e+05	2.831e-18	1.000000
2382	1.897381e-12	1.391227e-06	6.715e+05	2.825e-18	1.000000
2383	1.897381e-12	1.391227e-06	6.715e+05	2.825e-18	1.000000
2384	1.896270e-12	1.377288e-06	6.715e+05	2.824e-18	1.000000
2385	1.896270e-12	1.377288e-06	6.715e+05	2.824e-18	1.000000
2386	1.895809e-12	1.394735e-06	6.715e+05	2.823e-18	1.000000
2387	1.895809e-12	1.394735e-06	6.715e+05	2.823e-18	1.000000
2388	1.895621e-12	1.397647e-06	6.715e+05	2.823e-18	1.000000
2389	1.895621e-12	1.397647e-06	6.715e+05	2.823e-18	1.000000
2390	1.894798e-12	1.392799e-06	6.715e+05	2.822e-18	1.000000
2391	1.894798e-12	1.392799e-06	6.715e+05	2.822e-18	1.000000
2392	1.893437e-12	1.402049e-06	6.715e+05	2.820e-18	1.000000
2393	1.893437e-12	1.402049e-06	6.715e+05	2.820e-18	1.000000
2394	1.891236e-12	1.383891e-06	6.715e+05	2.816e-18	1.000000
2395	1.891236e-12	1.383891e-06	6.715e+05	2.816e-18	1.000000
2396	1.886364e-12	1.380082e-06	6.715e+05	2.809e-18	1.000000
2397	1.886364e-12	1.380082e-06	6.715e+05	2.809e-18	1.000000
2398	1.883241e-12	1.382215e-06	6.715e+05	2.804e-18	1.000000
2399	1.883241e-12	1.382215e-06	6.715e+05	2.804e-18	1.000000
2400	1.875446e-12	1.371038e-06	6.715e+05	2.793e-18	1.000000
2401	1.875446e-12	1.371038e-06	6.715e+05	2.793e-18	1.000000
2402	1.874887e-12	1.371635e-06	6.715e+05	2.792e-18	1.000000
2403	1.874887e-12	1.371635e-06	6.715e+05	2.792e-18	1.000000
2404	1.873067e-12	1.368600e-06	6.715e+05	2.789e-18	1.000000
2405	1.872028e-12	1.369250e-06	6.715e+05	2.788e-18	1.000000
2406	1.872028e-12	1.369250e-06	6.715e+05	2.788e-18	1.000000
2407	1.870693e-12	1.403065e-06	6.715e+05	2.786e-18	1.000000
2408	1.870693e-12	1.403065e-06	6.715e+05	2.786e-18	1.000000
2409	1.867899e-12	1.370135e-06	6.715e+05	2.782e-18	1.000000
2410	1.867899e-12	1.370135e-06	6.715e+05	2.782e-18	1.000000
2411	1.866278e-12	1.374908e-06	6.715e+05	2.779e-18	1.000000
2412	1.866278e-12	1.374908e-06	6.715e+05	2.779e-18	1.000000
2413	1.865134e-12	1.388894e-06	6.715e+05	2.777e-18	1.000000
2414	1.865134e-12	1.388894e-06	6.715e+05	2.777e-18	1.000000
2415	1.861174e-12	1.375192e-06	6.715e+05	2.772e-18	1.000000
2416	1.861174e-12	1.375192e-06	6.715e+05	2.772e-18	1.000000
2417	1.856570e-12	1.362581e-06	6.715e+05	2.765e-18	1.000000
2418	1.856570e-12	1.362581e-06	6.715e+05	2.765e-18	1.000000
2419	1.855647e-12	1.378543e-06	6.715e+05	2.763e-18	1.000000
2420	1.855647e-12	1.378543e-06	6.715e+05	2.763e-18	1.000000
2421	1.853816e-12	1.363232e-06	6.715e+05	2.761e-18	1.000000
2422	1.853816e-12	1.363232e-06	6.715e+05	2.761e-18	1.000000
2423	1.853357e-12	1.361381e-06	6.715e+05	2.760e-18	1.000000
2424	1.850097e-12	1.360766e-06	6.715e+05	2.755e-18	1.000000
2425	1.850097e-12	1.360766e-06	6.715e+05	2.755e-18	1.000000
2426	1.849753e-12	1.364304e-06	6.715e+05	2.755e-18	1.000000
2427	1.849753e-12	1.364304e-06	6.715e+05	2.755e-18	1.000000
2428	1.845714e-12	1.388446e-06	6.715e+05	2.749e-18	1.000000
2429	1.845714e-12	1.388446e-06	6.715e+05	2.749e-18	1.000000
2430	1.845615e-12	1.378327e-06	6.715e+05	2.748e-18	1.000000
2431	1.845615e-12	1.378327e-06	6.715e+05	2.748e-18	1.000000
2432	1.844727e-12	1.360827e-06	6.715e+05	2.747e-18	1.000000
2433	1.844727e-12	1.360827e-06	6.715e+05	2.747e-18	1.000000
2434	1.842264e-12	1.394779e-06	6.715e+05	2.743e-18	1.000000
2435	1.842264e-12	1.394779e-06	6.715e+05	2.743e-18	1.000000
2436	1.839240e-12	1.372431e-06	6.715e+05	2.739e-18	1.000000
2437	1.839240e-12	1.372431e-06	6.715e+05	2.739e-18	1.000000
2438	1.837713e-12	1.355846e-06	6.715e+05	2.737e-18	1.000000
2439	1.837713e-12	1.355846e-06	6.715e+05	2.737e-18	1.000000
2440	1.837540e-12	1.368325e-06	6.715e+05	2.736e-18	1.000000
2441	1.837540e-12	1.368325e-06	6.715e+05	2.736e-18	1.000000
2442	1.836346e-12	1.355645e-06	6.715e+05	2.735e-18	1.000000
2443	1.836346e-12	1.355645e-06	6.715e+05	2.735e-18	1.000000
2444	1.828714e-12	1.386798e-06	6.715e+05	2.723e-18	1.000000
2445	1.828714e-12	1.386798e-06	6.715e+05	2.723e-18	1.000000
2446	1.824234e-12	1.368891e-06	6.715e+05	2.717e-18	1.000000
2447	1.824234e-12	1.368891e-06	6.715e+05	2.717e-18	1.000000
2448	1.824218e-12	1.361589e-06	6.715e+05	2.717e-18	1.000000
2449	1.824218e-12	1.361589e-06	6.715e+05	2.717e-18	1.000000
2450	1.822453e-12	1.355920e-06	6.715e+05	2.714e-18	1.000000
2451	1.822453e-12	1.355920e-06	6.715e+05	2.714e-18	1.000000
2452	1.822263e-12	1.378857e-06	6.715e+05	2.714e-18	1.000000
2453	1.822263e-12	1.378857e-06	6.715e+05	2.714e-18	1.000000
2454	1.819299e-12	1.374815e-06	6.715e+05	2.709e-18	1.000000
2455	1.819299e-12	1.374815e-06	6.715e+05	2.709e-18	1.000000
2456	1.818363e-12	1.355708e-06	6.715e+05	2.708e-18	1.000000
2457	1.818363e-12	1.355708e-06	6.715e+05	2.708e-18	1.000000
2458	1.815490e-12	1.348093e-06	6.715e+05	2.704e-18	1.000000
2459	1.815490e-12	1.348093e-06	6.715e+05	2.704e-18	1.000000
2460	1.811340e-12	1.354770e-06	6.715e+05	2.697e-18	1.000000
2461	1.811340e-12	1.354770e-06	6.715e+05	2.697e-18	1.000000
2462	1.810081e-12	1.361207e-06	6.715e+05	2.695e-18	1.000000
2463	1.810081e-12	1.361207e-06	6.715e+05	2.695e-18	1.000000
2464	1.810076e-12	1.349441e-06	6.715e+05	2.695e-18	1.000000
2465	1.810076e-12	1.349441e-06	6.715e+05	2.695e-18	1.000000
2466	1.806237e-12	1.358139e-06	6.715e+05	2.690e-18	1.000000
2467	1.806237e-12	1.358139e-06	6.715e+05	2.690e-18	1.000000
2468	1.805710e-12	1.346772e-06	6.715e+05	2.689e-18	1.000000
2469	1.805710e-12	1.346772e-06	6.715e+05	2.689e-18	1.000000
2470	1.805083e-12	1.347257e-06	6.715e+05	2.688e-18	1.000000
2471	1.805083e-12	1.347257e-06	6.715e+05	2.688e-18	1.000000
2472	1.803380e-12	1.374876e-06	6.715e+05	2.685e-18	1.000000
2473	1.803380e-12	1.374876e-06	6.715e+05	2.685e-18	1.000000
2474	1.802584e-12	1.343842e-06	6.715e+05	2.684e-18	1.000000
2475	1.802584e-12	1.343842e-06	6.715e+05	2.684e-18	1.000000
2476	1.799687e-12	1.360023e-06	6.715e+05	2.680e-18	1.000000
2477	1.799687e-12	1.360023e-06	6.715e+05	2.680e-18	1.000000
2478	1.799619e-12	1.363083e-06	6.715e+05	2.680e-18	1.000000
2479	1.799619e-12	1.363083e-06	6.715e+05	2.680e-18	1.000000
2480	1.797646e-12	1.348927e-06	6.715e+05	2.677e-18	1.000000
2481	1.797646e-12	1.348927e-06	6.715e+05	2.677e-18	1.000000
2482	1.796562e-12	1.352177e-06	6.715e+05	2.675e-18	1.000000
2483	1.796562e-12	1.352177e-06	6.715e+05	2.675e-18	1.000000
2484	1.793577e-12	1.380581e-06	6.715e+05	2.671e-18	1.000000
2485	1.793577e-12	1.380581e-06	6.715e+05	2.671e-18	1.000000
2486	1.792691e-12	1.366492e-06	6.715e+05	2.670e-18	1.000000
2487	1.792691e-12	1.366492e-06	6.715e+05	2.670e-18	1.000000
2488	1.790255e-12	1.338004e-06	6.715e+05	2.666e-18	1.000000
2489	1.789806e-12	1.338054e-06	6.715e+05	2.665e-18	1.000000
2490	1.789806e-12	1.338054e-06	6.715e+05	2.665e-18	1.000000
2491	1.788108e-12	1.347769e-06	6.715e+05	2.663e-18	1.000000
2492	1.788108e-12	1.347769e-06	6.715e+05	2.663e-18	1.000000
2493	1.787586e-12	1.361816e-06	6.715e+05	2.662e-18	1.000000
2494	1.787586e-12	1.361816e-06	6.715e+05	2.662e-18	1.000000
2495	1.784714e-12	1.380284e-06	6.715e+05	2.658e-18	1.000000
2496	1.784714e-12	1.380284e-06	6.715e+05	2.658e-18	1.000000
2497	1.782658e-12	1.342340e-06	6.715e+05	2.655e-18	1.000000
2498	1.782658e-12	1.342340e-06	6.715e+05	2.655e-18	1.000000
2499	1.781953e-12	1.335922e-06	6.715e+05	2.654e-18	1.000000
2500	1.781953e-12	1.335922e-06	6.715e+05	2.654e-18	1.000000
2501	1.780541e-12	1.334387e-06	6.715e+05	2.651e-18	1.000000
2502	1.780541e-12	1.334387e-06	6.715e+05	2.651e-18	1.000000
2503	1.777338e-12	1.369099e-06	6.715e+05	2.647e-18	1.000000
2504	1.777338e-12	1.369099e-06	6.715e+05	2.647e-18	1.000000
2505	1.775990e-12	1.333030e-06	6.715e+05	2.645e-18	1.000000
2506	1.775990e-12	1.333030e-06	6.715e+05	2.645e-18	1.000000
2507	1.774391e-12	1.334149e-06	6.715e+05	2.642e-18	1.000000
2508	1.774391e-12	1.334149e-06	6.715e+05	2.642e-18	1.000000
2509	1.772962e-12	1.346970e-06	6.715e+05	2.640e-18	1.000000
2510	1.772962e-12	1.346970e-06	6.715e+05	2.640e-18	1.000000
2511	1.771343e-12	1.330918e-06	6.715e+05	2.638e-18	1.000000
2512	1.770267e-12	1.345168e-06	6.715e+05	2.636e-18	1.000000
2513	1.770267e-12	1.345168e-06	6.715e+05	2.636e-18	1.000000
2514	1.768674e-12	1.364821e-06	6.715e+05	2.634e-18	1.000000
2515	1.768674e-12	1.364821e-06	6.715e+05	2.634e-18	1.000000
2516	1.768384e-12	1.356713e-06	6.715e+05	2.633e-18	1.000000
2517	1.768384e-12	1.356713e-06	6.715e+05	2.633e-18	1.000000
2518	1.766766e-12	1.346020e-06	6.715e+05	2.631e-18	1.000000
2519	1.766766e-12	1.346020e-06	6.715e+05	2.631e-18	1.000000
2520	1.761073e-12	1.336102e-06	6.715e+05	2.622e-18	1.000000
2521	1.761073e-12	1.336102e-06	6.715e+05	2.622e-18	1.000000
2522	1.758164e-12	1.330197e-06	6.715e+05	2.618e-18	1.000000
2523	1.758164e-12	1.330197e-06	6.715e+05	2.618e-18	1.000000
2524	1.748854e-12	1.329785e-06	6.715e+05	2.604e-18	1.000000
2525	1.748854e-12	1.329785e-06	6.715e+05	2.604e-18	1.000000
2526	1.746275e-12	1.323636e-06	6.715e+05	2.600e-18	1.000000
2527	1.746275e-12	1.323636e-06	6.715e+05	2.600e-18	1.000000
2528	1.745775e-12	1.353056e-06	6.715e+05	2.600e-18	1.000000
2529	1.745775e-12	1.353056e-06	6.715e+05	2.600e-18	1.000000
2530	1.745585e-12	1.322000e-06	6.715e+05	2.599e-18	1.000000
2531	1.745585e-12	1.322000e-06	6.715e+05	2.599e-18	1.000000
2532	1.745251e-12	1.321208e-06	6.715e+05	2.599e-18	1.000000
2533	1.745251e-12	1.321208e-06	6.715e+05	2.599e-18	1.000000
2534	1.745195e-12	1.356219e-06	6.715e+05	2.599e-18	1.000000
2535	1.745195e-12	1.356219e-06	6.715e+05	2.599e-18	1.000000
2536	1.744605e-12	1.323849e-06	6.715e+05	2.598e-18	1.000000
2537	1.744605e-12	1.323849e-06	6.715e+05	2.598e-18	1.000000
2538	1.742960e-12	1.327869e-06	6.715e+05	2.596e-18	1.000000
2539	1.742960e-12	1.327869e-06	6.715e+05	2.596e-18	1.000000
2540	1.737778e-12	1.331287e-06	6.715e+05	2.588e-18	1.000000
2541	1.737778e-12	1.331287e-06	6.715e+05	2.588e-18	1.000000
2542	1.735188e-12	1.320694e-06	6.715e+05	2.584e-18	1.000000
2543	1.735188e-12	1.320694e-06	6.715e+05	2.584e-18	1.000000
2544	1.732066e-12	1.360358e-06	6.715e+05	2.579e-18	1.000000
2545	1.732066e-12	1.360358e-06	6.715e+05	2.579e-18	1.000000
2546	1.731222e-12	1.322103e-06	6.715e+05	2.578e-18	1.000000
2547	1.731222e-12	1.322103e-06	6.715e+05	2.578e-18	1.000000
2548	1.729163e-12	1.316684e-06	6.715e+05	2.575e-18	1.000000
2549	1.729163e-12	1.316684e-06	6.715e+05	2.575e-18	1.000000
2550	1.728819e-12	1.345816e-06	6.715e+05	2.574e-18	1.000000
2551	1.728819e-12	1.345816e-06	6.715e+05	2.574e-18	1.000000
2552	1.728775e-12	1.338027e-06	6.715e+05	2.574e-18	1.000000
2553	1.728775e-12	1.338027e-06	6.715e+05	2.574e-18	1.000000
2554	1.727803e-12	1.340293e-06	6.715e+05	2.573e-18	1.000000
2555	1.727803e-12	1.340293e-06	6.715e+05	2.573e-18	1.000000
2556	1.716601e-12	1.310631e-06	6.715e+05	2.556e-18	1.000000
2557	1.716601e-12	1.310631e-06	6.715e+05	2.556e-18	1.000000
2558	1.715599e-12	1.348778e-06	6.715e+05	2.555e-18	1.000000
2559	1.715599e-12	1.348778e-06	6.715e+05	2.555e-18	1.000000
2560	1.713823e-12	1.319378e-06	6.715e+05	2.552e-18	1.000000
2561	1.713823e-12	1.319378e-06	6.715e+05	2.552e-18	1.000000
2562	1.712249e-12	1.352541e-06	6.715e+05	2.550e-18	1.000000
2563	1.712249e-12	1.352541e-06	6.715e+05	2.550e-18	1.000000
2564	1.712137e-12	1.330900e-06	6.715e+05	2.550e-18	1.000000
2565	1.712137e-12	1.330900e-06	6.715e+05	2.550e-18	1.000000
2566	1.711890e-12	1.335402e-06	6.715e+05	2.549e-18	1.000000
2567	1.711890e-12	1.335402e-06	6.715e+05	2.549e-18	1.000000
2568	1.707194e-12	1.340400e-06	6.715e+05	2.542e-18	1.000000
2569	1.707194e-12	1.340400e-06	6.715e+05	2.542e-18	1.000000
2570	1.706612e-12	1.311121e-06	6.715e+05	2.541e-18	1.000000
2571	1.706612e-12	1.311121e-06	6.715e+05	2.541e-18	1.000000
2572	1.704151e-12	1.305609e-06	6.715e+05	2.538e-18	1.000000
2573	1.704151e-12	1.305609e-06	6.715e+05	2.538e-18	1.000000
2574	1.703374e-12	1.306706e-06	6.715e+05	2.537e-18	1.000000
2575	1.703374e-12	1.306706e-06	6.715e+05	2.537e-18	1.000000
2576	1.702003e-12	1.304610e-06	6.715e+05	2.535e-18	1.000000
2577	1.702003e-12	1.304610e-06	6.715e+05	2.535e-18	1.000000
2578	1.700913e-12	1.321108e-06	6.715e+05	2.533e-18	1.000000
2579	1.700913e-12	1.321108e-06	6.715e+05	2.533e-18	1.000000
2580	1.698018e-12	1.316792e-06	6.715e+05	2.529e-18	1.000000
2581	1.698018e-12	1.316792e-06	6.715e+05	2.529e-18	1.000000
2582	1.697753e-12	1.333416e-06	6.715e+05	2.528e-18	1.000000
2583	1.697753e-12	1.333416e-06	6.715e+05	2.528e-18	1.000000
2584	1.696268e-12	1.315450e-06	6.715e+05	2.526e-18	1.000000
2585	1.696268e-12	1.315450e-06	6.715e+05	2.526e-18	1.000000
2586	1.694288e-12	1.307101e-06	6.715e+05	2.523e-18	1.000000
2587	1.694288e-12	1.307101e-06	6.715e+05	2.523e-18	1.000000
2588	1.693062e-12	1.320341e-06	6.715e+05	2.521e-18	1.000000
2589	1.693062e-12	1.320341e-06	6.715e+05	2.521e-18	1.000000
2590	1.692140e-12	1.302077e-06	6.715e+05	2.520e-18	1.000000
2591	1.692140e-12	1.302077e-06	6.715e+05	2.520e-18	1.000000
2592	1.689646e-12	1.307788e-06	6.715e+05	2.516e-18	1.000000
2593	1.689646e-12	1.307788e-06	6.715e+05	2.516e-18	1.000000
2594	1.688890e-12	1.302365e-06	6.715e+05	2.515e-18	1.000000
2595	1.688890e-12	1.302365e-06	6.715e+05	2.515e-18	1.000000
2596	1.684991e-12	1.324850e-06	6.715e+05	2.509e-18	1.000000
2597	1.684991e-12	1.324850e-06	6.715e+05	2.509e-18	1.000000
2598	1.679938e-12	1.296837e-06	6.715e+05	2.502e-18	1.000000
2599	1.679938e-12	1.296837e-06	6.715e+05	2.502e-18	1.000000
2600	1.679907e-12	1.299907e-06	6.715e+05	2.502e-18	1.000000
2601	1.679907e-12	1.299907e-06	6.715e+05	2.502e-18	1.000000
2602	1.669215e-12	1.294021e-06	6.715e+05	2.486e-18	1.000000
2603	1.669215e-12	1.294021e-06	6.715e+05	2.486e-18	1.000000
2604	1.668159e-12	1.315474e-06	6.715e+05	2.484e-18	1.000000
2605	1.668159e-12	1.315474e-06	6.715e+05	2.484e-18	1.000000
2606	1.664085e-12	1.297869e-06	6.715e+05	2.478e-18	1.000000
2607	1.664085e-12	1.297869e-06	6.715e+05	2.478e-18	1.000000
2608	1.663426e-12	1.306138e-06	6.715e+05	2.477e-18	1.000000
2609	1.663426e-12	1.306138e-06	6.715e+05	2.477e-18	1.000000
2610	1.662691e-12	1.298565e-06	6.715e+05	2.476e-18	1.000000
2611	1.662691e-12	1.298565e-06	6.715e+05	2.476e-18	1.000000
2612	1.662044e-12	1.294785e-06	6.715e+05	2.475e-18	1.000000
2613	1.662044e-12	1.294785e-06	6.715e+05	2.475e-18	1.000000
2614	1.660844e-12	1.293646e-06	6.715e+05	2.473e-18	1.000000
2615	1.660844e-12	1.293646e-06	6.715e+05	2.473e-18	1.000000
2616	1.657374e-12	1.287858e-06	6.715e+05	2.468e-18	1.000000
2617	1.657374e-12	1.287858e-06	6.715e+05	2.468e-18	1.000000
2618	1.653965e-12	1.321717e-06	6.715e+05	2.463e-18	1.000000
2619	1.653965e-12	1.321717e-06	6.715e+05	2.463e-18	1.000000
2620	1.653124e-12	1.285861e-06	6.715e+05	2.462e-18	1.000000
2621	1.653124e-12	1.285861e-06	6.715e+05	2.462e-18	1.000000
2622	1.652285e-12	1.298667e-06	6.715e+05	2.460e-18	1.000000
2623	1.652285e-12	1.298667e-06	6.715e+05	2.460e-18	1.000000
2624	1.650889e-12	1.291463e-06	6.715e+05	2.458e-18	1.000000
2625	1.650889e-12	1.291463e-06	6.715e+05	2.458e-18	1.000000
2626	1.647083e-12	1.294396e-06	6.715e+05	2.453e-18	1.000000
2627	1.647083e-12	1.294396e-06	6.715e+05	2.453e-18	1.000000
2628	1.646966e-12	1.283608e-06	6.715e+05	2.453e-18	1.000000
2629	1.646966e-12	1.283608e-06	6.715e+05	2.453e-18	1.000000
2630	1.643166e-12	1.320886e-06	6.715e+05	2.447e-18	1.000000
2631	1.643166e-12	1.320886e-06	6.715e+05	2.447e-18	1.000000
2632	1.642930e-12	1.315170e-06	6.715e+05	2.447e-18	1.000000
2633	1.642930e-12	1.315170e-06	6.715e+05	2.447e-18	1.000000
2634	1.640412e-12	1.300940e-06	6.715e+05	2.443e-18	1.000000
2635	1.640412e-12	1.300940e-06	6.715e+05	2.443e-18	1.000000
2636	1.640225e-12	1.283328e-06	6.715e+05	2.443e-18	1.000000
2637	1.640225e-12	1.283328e-06	6.715e+05	2.443e-18	1.000000
2638	1.639902e-12	1.307049e-06	6.715e+05	2.442e-18	1.000000
2639	1.639902e-12	1.307049e-06	6.715e+05	2.442e-18	1.000000
2640	1.639856e-12	1.280587e-06	6.715e+05	2.442e-18	1.000000
2641	1.639856e-12	1.280587e-06	6.715e+05	2.442e-18	1.000000
2642	1.639427e-12	1.298713e-06	6.715e+05	2.441e-18	1.000000
2643	1.639427e-12	1.298713e-06	6.715e+05	2.441e-18	1.000000
2644	1.635806e-12	1.291166e-06	6.715e+05	2.436e-18	1.000000
2645	1.635806e-12	1.291166e-06	6.715e+05	2.436e-18	1.000000
2646	1.634026e-12	1.279304e-06	6.715e+05	2.433e-18	1.000000
2647	1.634026e-12	1.279304e-06	6.715e+05	2.433e-18	1.000000
2648	1.633660e-12	1.282604e-06	6.715e+05	2.433e-18	1.000000
2649	1.633660e-12	1.282604e-06	6.715e+05	2.433e-18	1.000000
2650	1.624862e-12	1.303685e-06	6.715e+05	2.420e-18	1.000000
2651	1.624862e-12	1.303685e-06	6.715e+05	2.420e-18	1.000000
2652	1.621681e-12	1.290365e-06	6.715e+05	2.415e-18	1.000000
2653	1.621681e-12	1.290365e-06	6.715e+05	2.415e-18	1.000000
2654	1.618134e-12	1.318773e-06	6.715e+05	2.410e-18	1.000000
2655	1.618134e-12	1.318773e-06	6.715e+05	2.410e-18	1.000000
2656	1.616981e-12	1.275086e-06	6.715e+05	2.408e-18	1.000000
2657	1.616981e-12	1.275086e-06	6.715e+05	2.408e-18	1.000000
2658	1.613816e-12	1.279576e-06	6.715e+05	2.403e-18	1.000000
2659	1.613816e-12	1.279576e-06	6.715e+05	2.403e-18	1.000000
2660	1.611857e-12	1.284729e-06	6.715e+05	2.400e-18	1.000000
2661	1.611857e-12	1.284729e-06	6.715e+05	2.400e-18	1.000000
2662	1.611551e-12	1.295291e-06	6.715e+05	2.400e-18	1.000000
2663	1.611551e-12	1.295291e-06	6.715e+05	2.400e-18	1.000000
2664	1.611056e-12	1.315420e-06	6.715e+05	2.399e-18	1.000000
2665	1.611056e-12	1.315420e-06	6.715e+05	2.399e-18	1.000000
2666	1.607771e-12	1.268928e-06	6.715e+05	2.394e-18	1.000000
2667	1.607771e-12	1.268928e-06	6.715e+05	2.394e-18	1.000000
2668	1.606934e-12	1.275860e-06	6.715e+05	2.393e-18	1.000000
2669	1.606934e-12	1.275860e-06	6.715e+05	2.393e-18	1.000000
2670	1.605793e-12	1.306130e-06	6.715e+05	2.391e-18	1.000000
2671	1.605793e-12	1.306130e-06	6.715e+05	2.391e-18	1.000000
2672	1.605184e-12	1.268957e-06	6.715e+05	2.390e-18	1.000000
2673	1.605184e-12	1.268957e-06	6.715e+05	2.390e-18	1.000000
2674	1.604602e-12	1.268199e-06	6.715e+05	2.389e-18	1.000000
2675	1.604602e-12	1.268199e-06	6.715e+05	2.389e-18	1.000000
2676	1.603568e-12	1.269214e-06	6.715e+05	2.388e-18	1.000000
2677	1.603568e-12	1.269214e-06	6.715e+05	2.388e-18	1.000000
2678	1.598397e-12	1.327790e-06	6.715e+05	2.380e-18	1.000000
2679	1.598397e-12	1.327790e-06	6.715e+05	2.380e-18	1.000000
2680	1.598278e-12	1.286449e-06	6.715e+05	2.380e-18	1.000000
2681	1.598278e-12	1.286449e-06	6.715e+05	2.380e-18	1.000000
2682	1.597350e-12	1.263910e-06	6.715e+05	2.379e-18	1.000000
2683	1.597350e-12	1.263910e-06	6.715e+05	2.379e-18	1.000000
2684	1.596132e-12	1.263381e-06	6.715e+05	2.377e-18	1.000000
2685	1.595305e-12	1.299029e-06	6.715e+05	2.376e-18	1.000000
2686	1.595305e-12	1.299029e-06	6.715e+05	2.376e-18	1.000000
2687	1.594633e-12	1.269760e-06	6.715e+05	2.375e-18	1.000000
2688	1.594633e-12	1.269760e-06	6.715e+05	2.375e-18	1.000000
2689	1.594485e-12	1.282110e-06	6.715e+05	2.374e-18	1.000000
2690	1.594485e-12	1.282110e-06	6.715e+05	2.374e-18	1.000000
2691	1.592510e-12	1.262686e-06	6.715e+05	2.371e-18	1.000000
2692	1.592510e-12	1.262686e-06	6.715e+05	2.371e-18	1.000000
2693	1.589035e-12	1.262638e-06	6.715e+05	2.366e-18	1.000000
2694	1.589035e-12	1.262638e-06	6.715e+05	2.366e-18	1.000000
2695	1.588915e-12	1.266129e-06	6.715e+05	2.366e-18	1.000000
2696	1.588915e-12	1.266129e-06	6.715e+05	2.366e-18	1.000000
2697	1.585221e-12	1.270886e-06	6.715e+05	2.361e-18	1.000000
2698	1.585221e-12	1.270886e-06	6.715e+05	2.361e-18	1.000000
2699	1.582407e-12	1.288640e-06	6.715e+05	2.356e-18	1.000000
2700	1.582407e-12	1.288640e-06	6.715e+05	2.356e-18	1.000000
2701	1.578799e-12	1.266363e-06	6.715e+05	2.351e-18	1.000000
2702	1.578799e-12	1.266363e-06	6.715e+05	2.351e-18	1.000000
2703	1.578190e-12	1.271163e-06	6.715e+05	2.350e-18	1.000000
2704	1.578190e-12	1.271163e-06	6.715e+05	2.350e-18	1.000000
2705	1.575592e-12	1.274706e-06	6.715e+05	2.346e-18	1.000000
2706	1.575592e-12	1.274706e-06	6.715e+05	2.346e-18	1.000000
2707	1.573644e-12	1.254717e-06	6.715e+05	2.343e-18	1.000000
2708	1.573644e-12	1.254717e-06	6.715e+05	2.343e-18	1.000000
2709	1.572263e-12	1.257961e-06	6.715e+05	2.341e-18	1.000000
2710	1.572263e-12	1.257961e-06	6.715e+05	2.341e-18	1.000000
2711	1.571340e-12	1.280224e-06	6.715e+05	2.340e-18	1.000000
2712	1.571340e-12	1.280224e-06	6.715e+05	2.340e-18	1.000000
2713	1.570315e-12	1.277215e-06	6.715e+05	2.338e-18	1.000000
2714	1.570315e-12	1.277215e-06	6.715e+05	2.338e-18	1.000000
2715	1.570173e-12	1.281536e-06	6.715e+05	2.338e-18	1.000000
2716	1.570173e-12	1.281536e-06	6.715e+05	2.338e-18	1.000000
2717	1.561991e-12	1.257543e-06	6.715e+05	2.326e-18	1.000000
2718	1.561991e-12	1.257543e-06	6.715e+05	2.326e-18	1.000000
2719	1.558216e-12	1.291810e-06	6.715e+05	2.320e-18	1.000000
2720	1.558216e-12	1.291810e-06	6.715e+05	2.320e-18	1.000000
2721	1.556034e-12	1.247897e-06	6.715e+05	2.317e-18	1.000000
2722	1.556034e-12	1.247897e-06	6.715e+05	2.317e-18	1.000000
2723	1.554766e-12	1.277229e-06	6.715e+05	2.315e-18	1.000000
2724	1.554766e-12	1.277229e-06	6.715e+05	2.315e-18	1.000000
2725	1.553468e-12	1.249131e-06	6.715e+05	2.313e-18	1.000000
2726	1.553468e-12	1.249131e-06	6.715e+05	2.313e-18	1.000000
2727	1.548519e-12	1.303398e-06	6.715e+05	2.306e-18	1.000000
