% Model:              Heat_Equation.mph
% Version:            COMSOL 5.6.0.401
% Date:               May 24 2023, 19:12
% Dimension:          2
% Nodes:              149
% Expressions:        11
% Description:        Temperature
% Length unit:        cm
% X                       Y                        T (K) @ t=0              T (K) @ t=0.1            T (K) @ t=0.2            T (K) @ t=0.3            T (K) @ t=0.4            T (K) @ t=0.5            T (K) @ t=0.6            T (K) @ t=0.7            T (K) @ t=0.8            T (K) @ t=0.9            T (K) @ t=1
0.6124149882277778        2.1959429991519026       293.1516215634965        264.67179162987895       253.60098265924145       250.64926035527898       249.9425991310499        249.71165864827313       249.68370918239808       249.69549218790817       249.70508351564357       249.7079889873593        249.70736986212822
0.8022207611831084        2.3538200990067017       293.1553696309898        258.1955551620993        251.90384341020783       250.3455027432565        249.99669644175808       249.88560966200475       249.87507711854514       249.88279979151682       249.8885054349357        249.89045127305914       249.8904450408737
1                         2.500000000000001        249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.20038282924824385       1.6458332101603987       293.1557525315224        260.1605942836443        252.7555777101007        250.21931865414263       249.43414564362993       249.14314418314697       249.0746631679705        249.06392230652224       249.0610264991199        249.05640753153065       249.05089249724924
0                         1.5                      249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.4031197014184319        1.792742460038435        293.15160202718647       266.34074409929514       254.4238448847773        250.57398759855684       249.45585350484177       249.05651211241528       248.9752789279287        248.97080815727483       248.97311832511642       248.97038594713442       248.96493230982426
0.6064245457548193        1.9434474285517311       293.15164285448054       265.91397764395896       254.2049466379527        250.6705992106856        249.71519219542702       249.386030812155         249.32966916490315       249.33420898636447       249.34097340914926       249.3414299813247        249.3384929106609
0.8037063841988353        2.0983855332615877       293.1560594168682        259.39981814309004       252.38151309183158       250.4171280005539        249.92462818838985       249.76055699147403       249.73762884541148       249.7437573584003        249.74932936205892       249.75074234473013       249.7499442363676
1                         2.2500000000000013       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.1983561956588417        1.3954393862255998       293.1559265207549        260.120690249921         252.4860040422134        249.6512679175274        248.69181861293563       248.3104277039213        248.19835435260617       248.16518165814685       248.1490626429334        248.13563568258817       248.12397561515925
0                         1.25                     249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.3976701716034513        1.5441843356099678       293.1516266729886        266.41220002128154       254.2811729531306        249.9622976834015        248.5674973904876        248.0338117392524        247.8936151168269        247.8614363861761        247.84807245434195       247.83478402375587       247.82177600530622
0.5994615741130488        1.69474108516838         293.15162702302473       266.37552488138067       254.38297153106416       250.33863608230448       249.1080015236582        248.65553690236405       248.55189547506134       248.5372654134703        248.53389947137296       248.52730877116622       248.51906019341936
0.801178010027306         1.847102672859186        293.1559116417637        259.9638347725109        252.66421266646202       250.35701045495156       249.70257159958302       249.47140388465482       249.4265697579701        249.42562688806427       249.42790285361323       249.42682851791463       249.42395808397927
1                         2.0000000000000018       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.19805926846950306       1.1414536920917857       293.15595133151766       260.0123797715887        251.71908659189032       248.5069015923943        247.35049586933135       246.85699034692632       246.68407680647996       246.61602533431156       246.57821473539306       246.5503572382208        246.52885485962705
0                         1                        249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.3937418102896621        1.2913973375228962       293.15162284766933       266.36133464054313       253.39534155839033       248.44745218980663       246.71477004391838       245.99888502917133       245.76578398358495       245.6828672089915        245.63857018750198       245.60463830282697       245.57740097715757
0.59090712832556          1.4450147309485533       293.1516206951857        266.5507477116914        253.85874223858272       249.17456316975094       247.59951291279936       246.97359834760496       246.78912315530792       246.73358543089742       246.7060378380459        246.68317121764312       246.66348381690113
0.7969388686248663        1.5974424171663288       293.15571577784755       260.2451607779569        252.60997977837016       249.9282927311356        249.07514427453734       248.75096085449027       248.66744594294445       248.64905675333077       248.64153909647737       248.63376014856513       248.6260142279909
1                         1.7500000000000022       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.393648562254882         1.0263939747624864       293.1516163671717        265.97983249266866       251.23578068864245       245.4652472619297        243.31812430898654       242.35806984675494       241.98651169576542       241.8208564311532        241.72386784501478       241.65474461306994       241.60366155011528
0.2025044223894312        0.8855486987339249       293.1552917393342        259.3238202145646        250.07054581439277       246.49838801955477       245.1555167951515        244.54524034139737       244.30224075823034       244.19088561414682       244.12520460854418       244.07879281344165       244.04480579648495
0                         0.7499999999999998       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.194223395883246         0.627668982786904        293.1558107419581        255.4384773218674        246.69404148542392       243.40089945449236       242.1222522971145        241.5133579307776        241.24997610164118       241.11894077583028       241.03927516795622       240.98391422061295       240.94437421513013
0                         0.49999999999999994      249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.5838095354257349        1.1958979054989833       293.15159752200975       266.43948044850646       251.96559552621173       246.31365146828884       244.25980306264606       243.36915277128455       243.04437244100254       242.9086568198807        242.83081237713648       242.7742014029246        242.73142087659843
0.7895620368404733        1.3491905512011684       293.15563627405163       260.28331314939464       251.63322081325074       248.33570567583888       247.18097897316594       246.70061063647805       246.54085951805533       246.48160300010593       246.44906455682676       246.42439238977047       246.4049091903539
1                         1.5000000000000027       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.5814796758342307        0.9630910419363241       293.1518861381171        265.9117639052458        248.55765643205567       241.67621843358597       239.0188320821825        237.771230374159         237.24127489995598       236.98035628743892       236.82149166337453       236.71047648968116       236.63091274172095
0.4290859899236935        0.7677716267274695       293.1514966897591        264.119363679577         246.99060513676935       240.34508983579798       237.74351457610493       236.4970057259359        235.95045825400717       235.67420111545877       235.50483374266557       235.38725182657893       235.30363861969732
0.6337811697279994        0.7857036252906047       293.15024279519326       264.1325821744257        244.39354866918126       236.51751994062752       233.30723369940446       231.70080474492175       230.94370333776988       230.53535648747638       230.27873581181984       230.10218700714523       229.97884624833463
0.17712761251597264       0.3774963833494793       293.16083987051235       246.2803662317614        240.206536742347         237.96378440223393       237.07378551156214       236.63792345957768       236.44052217485327       236.33817427806375       236.27501799522204       236.23143295789805       236.20066216971054
0                         0.24999999999999997      249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.3814157046753479        0.49518616445877806      293.1517884011394        253.54670032017842       239.29412472750172       233.88536304976128       231.7040132524833        230.61927333497184       230.1149648198183        229.84698304243784       229.67987165599507       229.56484275759132       229.48416768888947
0.15964006824348514       0.17043672627487766      293.1826038297163        230.66865845310457       227.90504686505133       226.89422489422927       226.48924227312563       226.28868119524958       226.1962260883196        226.1475601954568        226.11736873979163       226.09658177073857       226.081965940541
0                         0                        224.99999999999997       224.99999999999997       224.99999999999997       224.99999999999997       224.99999999999997       224.99999999999997       224.99999999999997       224.99999999999997       224.99999999999997       224.99999999999997       224.99999999999997
0.7824683696085275        1.1041065961510754       293.15723546002806       259.30120821287625       247.86462747218897       243.28951767424198       241.5346005215291        240.71840872866105       240.37630616946055       240.2093573517005        240.10770999721578       240.03640047413657       239.98514465264273
1                         1.2500000000000029       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997       249.99999999999997
0.7821128805351104        0.8878827078082843       293.1544736818457        258.4047759276103        241.93696892415184       235.2068363747951        232.40954813569638       230.98395906148042       230.29213824692076       229.90959883235243       229.66690640389382       229.50043113428111       229.38488577128967
0.7587368833781041        0.7172709026609801       293.1513847541175        260.69590784543215       240.3132409344807        231.93938764392072       228.32035710743344       226.40321475555234       225.42194507528035       224.8579451411486        224.49577195576381       224.24873902333078       224.07895796182373
0.6165489987007162        0.5908088991232646       293.1511049717273        260.1773219521481        239.8568390302823        231.77608334964268       228.36798341542408       226.60027325397715       225.72291262372525       225.23052416247634       224.917050424064         224.70265418736216       224.55440641333786
0.5599749111267591        0.38894903153176985      293.1542086702974        247.61327806557188       231.46565507450936       225.1168501370198        222.4043429474628        220.9791626500225        220.25952446263128       219.85072061654424       219.58950600579973       219.41117401501825       219.288234615847
0.3710727287014528        0.22468724802490891      293.15778251482783       230.4687988074368        222.75042688335492       219.84698644364605       218.6502491574893        218.04113646266072       217.74783780684973       217.58748860185457       217.48650368628543       217.4172737962601        217.36907953991206
0.25000000000000033       0                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
1                         1                        224.99999999999994       224.99999999999994       224.99999999999994       224.99999999999994       224.99999999999994       224.99999999999994       224.99999999999994       224.99999999999994       224.99999999999994       224.99999999999994       224.99999999999994
0.9309631051374911        0.7511828214198152       293.1516546904899        252.52129943612263       234.69462377138163       226.97386024076488       223.38586048584307       221.36668258846302       220.2500827494325        219.57367610067095       219.13201595423126       218.83276451448936       218.6297617340706
0.8302782627892034        0.5707764596629318       293.15067281167507       258.22046817588256       236.70028442161285       227.53140755427629       223.30137671066686       220.93520694256173       219.6368851969759        218.8545865474309        218.344655683759         217.99889001496226       217.76398334349696
0.750759357365574         0.3982218027580796       293.15349954935067       250.25183882877351       231.27747325114333       223.29820525559543       219.6260184570576        217.57664532382896       216.45579988712188       215.78207384858925       215.34329015381226       215.04567589402595       214.84334078392803
0.6347370143256857        0.2015904564573101       293.16345516710436       228.46966689565872       218.09045471538252       213.87309127775325       211.98096284751753       210.9456638714545        210.39360218931884       210.0674915362898        209.85633904995282       209.71284136495635       209.61486344179858
0.5000000000000002        0                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
1.2727272727272725        1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
1.17258307829987          0.7883430625368602       293.16166375700783       235.7708265110971        222.68873119894715       216.40576270054348       213.0578473012799        210.98441780092367       209.7134413366623        208.89616667799828       208.35358541965388       207.98895881857797       207.74527623867172
1.0803126818392632        0.5832265273266267       293.1519476375383        255.0869379416853        234.21098749475462       224.2464120886341        219.02068721960583       215.82543314065902       213.8906084504765        212.65423775369035       211.83444996079925       211.2827971794745        210.9134180819291
0.9804758448123461        0.39727535062244823      293.1528949907791        254.1371032087399        233.1629498758347        223.23505370476371       218.09798542679775       214.99121494612382       213.13028841365121       211.94800340165816       211.1650821708968        210.63764669948526       210.28388603305595
0.8766150887603279        0.19768465642910235      293.1641186341521        233.54475417801072       220.4842196442452        214.38908692285676       211.27797751109208       209.41563000723673       208.3118368263831        207.6147189682795        207.15379336668948       206.84299387433654       206.63420637176975
0.7500000000000001        0                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
1.4388303674937784        0.7964938785686582       293.16222043033946       230.3966462308292        219.17072530559975       213.0914015089701        209.3609925712648        206.85507512029037       205.20447063730515       204.1055749818552        203.37077751181695       202.88032504128515       202.5558672915105
1.545454545454545         1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
1.3373162318023584        0.5934182332245267       293.152877939403         253.3790712966377        233.61268286277547       222.89911040801846       216.5079102922862        212.29541431481718       209.561706479815         207.75289649366186       206.54399556272315       205.73548360580898       205.19934997382867
1.2335479055789997        0.39694105034404376      293.15060670477493       261.57391967506425       238.75154718161147       226.25433865960358       218.9310791139787        214.17184707795786       211.11793189304743       209.10676268134534       207.76306182827366       206.86297334558344       206.26501971175466
1.125473828528574         0.19850849416865932      293.15598243616483       251.8516794009482        232.65311748184806       222.02549737398132       215.85750060035107       211.88358502513594       209.35134625761          207.68859797960758       206.57783989356292       205.8330036018335        205.3376010259974
1                         0                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
1.7089671500845984        0.7982772390601544       293.1622120831243        229.72102463135624       219.3502594457841        213.13902039594203       208.87652607591528       205.8523711888472        203.77864894575603       202.37693680441575       201.4394454226567        200.81753407071437       200.40896261611144
1.8181818181818175        1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
1.6028448539771316        0.5968137291474485       293.1529190632187        253.9804393751858        235.33380450632993       223.95579687952326       216.36048828245518       211.06091343446437       207.46569959298475       205.04302314911453       203.42116925652843       202.34279317099347       201.63278525987837
1.4974706183884576        0.39701707122254376      293.15069491061575       268.1211693155022        244.9416992229885        230.372198306103         220.86168676987066       214.32943497494162       209.94425149514723       206.99889170771075       205.02577150137526       203.71111347229154       202.84378848921986
1.389317006756565         0.1985718756787811       293.15136977600054       270.11629913341517       246.4063033344756        231.22871314950217       221.51804072074847       214.94085303041246       210.56864967056114       207.64179970704842       205.68026960843227       204.3709607197885        203.50558490578075
1.2727272727272654        0                        293.1521719235537        261.68716396590605       240.38711484063006       227.078419953522         218.79079349250506       213.2622025466072        209.63028851904383       207.21053771891945       205.5892348108124        204.50515037386913       203.78720681690584
1.9799713328493107        0.7987195988214117       293.16221392816584       229.75403538136035       219.8616594586451        213.43842932763573       208.6692840074546        205.1850905291669        202.75433982585295       201.10668138670522       200.0090964267473        199.28524858729313       198.81217912501143
2.09090909090909          1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
1.872396072102035         0.5980712998587804       293.15290421142964       254.66786744057745       237.07341443597878       225.20868471000998       216.55091317387232       210.28185780360704       205.92567775247014       202.97138412078212       200.99903812665795       199.69528382390266       198.84168651064172
1.7651707185581358        0.39791095573053165      293.15059536854875       271.4541058038562        249.3131524105399        233.57574639678697       222.31070404299098       214.2498722331304        208.68316626958304       204.91000635405544       202.386284059983         200.7142134500981        199.61740549525277
1.6570921612904606        0.1987079338649772       293.15020059800526       278.9576869672159        254.97966901237166       237.36768026445677       225.0443586043095        216.34288135891748       210.38039771633746       206.34522837065265       203.64239451456774       201.847662749122         200.66810204221704
1.545454545454539         0                        293.1500905024988        278.2181672411766        253.9333404846601        236.50423768731767       224.67365442729613       216.44467446683083       210.86222791931507       207.0954534101983        204.57027433249345       202.88984397810637       201.78306411665366
2.250740470340008         0.7986641526825542       293.1621926648095        229.79536232971313       219.83740831416523       212.9547276065493        207.69911631873154       203.8612599316016        201.19521838371858       199.40069711882654       198.21329953902418       197.4342757660372        196.92696952590362
2.3636363636363624        1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
2.1425507679543094        0.5983792764926489       293.1528922196447        254.9360442189899        237.72684664213014       225.179273321833         215.5611389471924        208.5216882357354        203.61327610411612       200.29656133576688       198.0951732000707        196.64794917657971       195.70434896192157
2.0348716091887225        0.3983269999004875       293.15056698466077       272.60684080468826       251.44946697203076       234.81450830108864       222.1080148554979        212.8306502331462        206.3566865682819        201.97020991287965       199.0505167960406        197.12689960572627       195.8708857225088
1.9272911438028733        0.19891291679584397      293.15011178689116       282.0558041130635        259.3390575246505        240.43991869695057       226.18498742143154       215.83856941725125       208.63156971964125       203.74101177886857       200.477728425474         198.32294978501136       196.91372470584932
1.8181818181818126        0                        293.1500610951053        284.1182507649336        260.7238635182155        241.44991499652647       227.24960516692462       217.03310037471047       209.94784984553783       205.13919965977468       201.92415036373833       199.79642085879223       198.4023433032377
2.5215628850588057        0.7985420225769577       293.162185696154         229.65722575959754       218.70909961743624       210.9942834887825        205.31529455110055       201.28280480161376       198.5446567531997        196.72791545221278       195.53558284053153       194.75648536222891       194.25011000285585
2.636363636363635         1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
2.4126709397217074        0.5983035696165061       293.1528946578617        254.87572086829377       236.6574138186124        222.81015941378692       212.31170202955124       204.76660087861174       199.59007452806227       196.13333851768937       193.85667624748825       192.36671239306978       191.39772902188133
2.3052366630200782        0.39838995906704544      293.15056308632364       272.81184783468194       251.23371828454438       233.15389152766656       219.15233374153414       209.0072884215198        201.99246652093098       197.282313830417         194.16956801331597       192.12882447987442       190.80053804347475
2.1983631509749695        0.19896942633578202      293.1501082083409        282.832370433122         260.4942096497966        240.1789169353481        224.29725930483235       212.73575639137303       204.69824370533885       199.27690992598693       195.68275252512652       193.3218964963462        191.78362457977437
2.090909090909086         0                        293.1500415111256        285.7828527777111        263.3997695135669        242.7813044501821        226.73937643615136       215.04242997665844       206.88657460676896       201.3665511357997        197.69644579665388       195.2808516366657        193.70487964646517
2.789586749947437         0.79788536188416         293.1620792952794        228.85817514794044       215.4958956724283        206.75890586077824       200.87070564712738       196.86543352161144       194.23706066181566       192.52512952870873       191.41095349166167       190.68488369276085       190.21316821328745
2.9090909090909074        1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
2.6812226971829585        0.5978628705377531       293.1528908420224        254.0905058432023        232.5486532252652        216.8267204659496        205.72730137205508       198.05407041621768       192.94834699116964       189.59710780264325       187.4083286941249        185.9804832353091        185.05280592362817
2.575202882702889         0.39815736242221483      293.15056447442197       272.31121874380284       247.65712262547575       227.2310636327757        212.1877357182284        201.63685010475794       194.52868021725803       189.82953616914938       186.749621752606         184.73794335133928       183.4306325188056
2.469673076244157         0.1988719110610399       293.1501090105962        282.673502296816         258.19555747589726       235.5014493459161        218.21637980792164       205.93422699676537       197.5674539239045        191.99948745278758       188.33756704337452       185.94237855384006       184.38513946279815
2.3636363636363593        0                        293.1500385199579        285.98556123388136       262.6063604978352        239.91244084179462       222.2662030302757        209.58129182970075       200.85658330797028       195.01561266825016       191.161478469171         188.6366712022565        186.99406243505845
3.055372176963141         0.7973011297047741       293.1619590977927        225.20335911311778       208.3068473171426        198.9889545489755        193.34829679464926       189.67452581937815       187.3514532100925        185.8675261707558        184.9092433147556        184.28569922807245       183.88030712460707
3.18181818181818          1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
3.320694314403773         0.8020525444039552       293.16440107528297       212.89347278788668       194.24373362923006       185.77636377352727       181.1308024247626        178.20965348210464       176.42259905766926       175.3010109781288        174.58153218093568       174.11368834457798       173.80913142378384
3.4545454545454524        1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
2.945614880840257         0.5966622036472707       293.1530211293266        250.4320996736822        222.89216079354154       205.55619612110124       194.52223581085818       187.22591877454053       182.54560324680497       179.5322079628876        177.57980106750105       176.30860029113077       175.48244197427906
2.8432965954294325        0.39783551321379135      293.1505869263669        269.5271687972939        238.04132468216974       215.0569754068515        199.69270645319054       189.38461092320492       182.6831736092138        178.33622385493683       175.51064314284488       173.66952799215395       172.47322955014144
2.7407643847569725        0.19829816155976257      293.15011707778007       280.95402526288814       250.25733903473028       224.43468415072493       206.35021313783872       194.02921576769518       185.91064172680947       180.60528567041663       177.14537639373182       174.8889379988395        173.42287178093332
2.636363636363633         0                        293.1500403680739        285.0692510418285        256.9942609998927        231.17839146306915       212.36239852122648       199.32881532753652       190.62361346544807       184.89299069922393       181.1434182597294        178.69560012417415       177.10503677271018
3.822583643656792         0.8216543225603186       293.22487712004374       124.3044783165362        117.07604632692797       114.4575080035003        113.16908149498354       112.38684707388657       111.92550677414583       111.64176552922063       111.4611203521908        111.34368654655171       111.26708197738621
4                         1                        109.99999999999999       109.99999999999999       109.99999999999999       109.99999999999999       109.99999999999999       109.99999999999999       109.99999999999999       109.99999999999999       109.99999999999999       109.99999999999999       109.99999999999999
3.727272727272725         1                        199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997       199.99999999999997
3.197441195314854         0.5893422056362025       293.1537244764042        238.69194726276194       204.83721173414074       187.27283797037353       177.16160327571632       170.72236943068958       166.72936828921365       164.20382501177235       162.57863185862053       161.52144664568618       160.83365639893626
3.582702942391178         0.7729742838762683       293.16654778585735       181.99572743192115       163.92454641145284       156.82255796388873       153.19458493025232       150.96699888060763       149.63689163081486       148.81307079077865       148.28718584921464       147.94529535015604       147.72244516967137
